case_id,case_title,case_text,case_category,case_type,jurisdiction,year
1138,Ownership Dispute Matter 387,"The matter before the court concerns construction project. The matter relates to ownership dispute and involves damages and negligence. The relevant party requested possession. The pleadings state that the dispute developed over approximately 24 months and involved an amount or claim valued at 25000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The dispute remained subject to judicial determination. The matter also concerns the documentary record submitted by the parties. Variation 231.",Civil,Ownership Dispute,High Court,2019
1199,Ownership Dispute Matter 150,"The petitioner filed proceedings before the court concerning sale agreement. The matter relates to ownership dispute and involves negligence and damages. The relevant party requested possession. The pleadings state that the dispute developed over approximately 12 months and involved an amount or claim valued at 25000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The parties presented documents and statements in support of their respective positions. The claim was examined in light of the facts stated in the pleadings. Variation 309.",Civil,Ownership Dispute,Sessions Court,2018
1938,Child Custody Matter 1007,"The applicant submitted a petition regarding the petitioner. The matter relates to child custody and involves family relationship and divorce. The relevant party filed a petition for divorce. The pleadings state that the dispute developed over approximately 12 months and involved an amount or claim valued at 150000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The pleadings set out the circumstances giving rise to the claim. The parties relied on supporting records during the proceedings. Variation 58.",Family,Child Custody,Sessions Court,2019
163,Ownership Dispute Matter 239,"The petitioner filed proceedings before the court concerning land parcel. The matter relates to ownership dispute and involves compensation and negligence. The relevant party filed a civil claim. The pleadings state that the dispute developed over approximately 12 months and involved an amount or claim valued at 75000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The parties presented documents and statements in support of their respective positions. Additional correspondence was considered as part of the dispute. Variation 247.",Civil,Ownership Dispute,High Court,2025
1962,Licensing Dispute Matter 2682,"The claimant brought an action relating to the applicant. The matter relates to licensing dispute and involves patent and licensing. The relevant party disputed a licensing agreement. The pleadings state that the dispute developed over approximately 48 months and involved an amount or claim valued at 75000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The parties presented documents and statements in support of their respective positions. The parties presented relevant documents for consideration. Variation 390.",Intellectual Property,Licensing Dispute,Civil Court,2025
1497,Salary Dispute Matter 2004,"The matter before the court concerns the claimant. The matter relates to salary dispute and involves employer and salary. The relevant party disputed employment conditions. The pleadings state that the dispute developed over approximately 12 months and involved an amount or claim valued at 500000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The pleadings set out the circumstances giving rise to the claim. Additional correspondence was considered as part of the dispute. Variation 367.",Employment,Salary Dispute,Sessions Court,2024
1930,Company Claim Matter 1566,"The claimant brought an action relating to the supplier. The matter relates to company claim and involves transaction and payment. The relevant party alleged breach of a commercial agreement. The pleadings state that the dispute developed over approximately 12 months and involved an amount or claim valued at 50000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The dispute remained subject to judicial determination. The parties presented relevant documents for consideration. Variation 165.",Commercial,Company Claim,Commercial Court,2019
186,Ownership Dispute Matter 454,"The parties entered into proceedings concerning loan agreement. The matter relates to ownership dispute and involves compensation and ownership. The relevant party sought compensation. The pleadings state that the dispute developed over approximately 36 months and involved an amount or claim valued at 500000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The court was requested to consider the relevant facts and evidence. The claim was examined in light of the facts stated in the pleadings. Variation 179.",Civil,Ownership Dispute,Commercial Court,2024
460,Ownership Dispute Matter 72,"The matter before the court concerns residential property. The matter relates to ownership dispute and involves property rights and ownership. The relevant party requested possession. The pleadings state that the dispute developed over approximately 36 months and involved an amount or claim valued at 25000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The record included correspondence and other supporting material. The matter also concerns the documentary record submitted by the parties. Variation 171.",Civil,Ownership Dispute,Sessions Court,2023
1743,Ownership Dispute Matter 267,"The matter before the court concerns loan agreement. The matter relates to ownership dispute and involves negligence and compensation. The relevant party requested possession. The pleadings state that the dispute developed over approximately 24 months and involved an amount or claim valued at 50000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The parties presented documents and statements in support of their respective positions. The parties presented relevant documents for consideration. Variation 455.",Commercial,Ownership Dispute,High Court,2023
1854,Patent Dispute Matter 2792,"The petitioner filed proceedings before the court concerning the rights holder. The matter relates to patent dispute and involves rights holder and intellectual property. The relevant party challenged patent use. The pleadings state that the dispute developed over approximately 12 months and involved an amount or claim valued at 75000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The dispute remained subject to judicial determination. The parties presented relevant documents for consideration. Variation 345.",Civil,Patent Dispute,District Court,2023
1008,Criminal Breach Matter 831,"The petitioner filed proceedings before the court concerning the complainant. The matter relates to criminal breach and involves accused and prosecution. The relevant party denied the allegations. The pleadings state that the dispute developed over approximately 18 months and involved an amount or claim valued at 250000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The parties presented documents and statements in support of their respective positions. The parties relied on supporting records during the proceedings. Variation 163.",Criminal,Criminal Breach,Sessions Court,2022
1943,Company Claim Matter 1530,"THE CLAIMANT BROUGHT AN ACTION RELATING TO THE PURCHASER. THE MATTER RELATES TO COMPANY CLAIM AND INVOLVES TRANSACTION AND COMPANY. THE RELEVANT PARTY SOUGHT COMMERCIAL DAMAGES. THE PLEADINGS STATE THAT THE DISPUTE DEVELOPED OVER APPROXIMATELY 48 MONTHS AND INVOLVED AN AMOUNT OR CLAIM VALUED AT 150000 MONETARY UNITS. THE PARTIES RELIED ON AGREEMENTS, RECORDS, CORRESPONDENCE, AND OTHER EVIDENCE. THE COURT WAS REQUESTED TO CONSIDER THE RELEVANT FACTS AND EVIDENCE. THE MATTER ALSO CONCERNS THE DOCUMENTARY RECORD SUBMITTED BY THE PARTIES. VARIATION 346.",Commercial,Company Claim,Commercial Court,2025
2102,Salary Dispute Matter 2285,"The petitioner filed proceedings before the court concerning the employer. The matter relates to salary dispute and involves employment and employee. The relevant party sought compensation for workplace loss. The pleadings state that the dispute developed over approximately 12 months and involved an amount or claim valued at 25000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The dispute remained subject to judicial determination. Additional correspondence was considered as part of the dispute. Variation 167.",Intellectual Property,Salary Dispute,Sessions Court,2021
2271,Partnership Dispute Matter 1927,"The matter before the court concerns the purchaser. The matter relates to partnership dispute and involves contract and partnership. The relevant party challenged a partnership obligation. The pleadings state that the dispute developed over approximately 48 months and involved an amount or claim valued at 25000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The pleadings set out the circumstances giving rise to the claim. The matter also concerns the documentary record submitted by the parties. Variation 541.",Commercial,Partnership Dispute,Commercial Court,2018
1449,Child Custody Matter 1118,"The present case arises from a dispute involving the child. The matter relates to child custody and involves marriage and maintenance. The relevant party requested maintenance. The pleadings state that the dispute developed over approximately 48 months and involved an amount or claim valued at 150000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The pleadings set out the circumstances giving rise to the claim. The parties relied on supporting records during the proceedings. Variation 88.",Family,Child Custody,Family Court,2024
2025,Offence Investigation Matter 677,"The present case arises from a dispute involving the prosecution. The matter relates to offence investigation and involves arrest and prosecution. The relevant party faced criminal proceedings. The pleadings state that the dispute developed over approximately 6 months and involved an amount or claim valued at 50000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The dispute remained subject to judicial determination. The parties relied on supporting records during the proceedings. Variation 268.",Criminal,Offence Investigation,Civil Court,2022
369,Trade Dispute Matter 1588,"The petitioner filed proceedings before the court concerning the business partner. The matter relates to trade dispute and involves company and commercial agreement. The relevant party claimed payment under a contract. The pleadings state that the dispute developed over approximately 24 months and involved an amount or claim valued at 250000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The parties presented documents and statements in support of their respective positions. The claim was examined in light of the facts stated in the pleadings. Variation 309.",Commercial,Trade Dispute,High Court,2022
1169,Partnership Dispute Matter 1765,"The parties entered into proceedings concerning the business partner. The matter relates to partnership dispute and involves company and transaction. The relevant party alleged breach of a commercial agreement. The pleadings state that the dispute developed over approximately 48 months and involved an amount or claim valued at 75000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The parties presented documents and statements in support of their respective positions. The parties presented relevant documents for consideration. Variation 440.",Commercial,Partnership Dispute,High Court,2020
2364,Trade Dispute Matter 1881,"The matter before the court concerns the respondent company. The matter relates to trade dispute and involves company and partnership. The relevant party challenged a partnership obligation. The pleadings state that the dispute developed over approximately 24 months and involved an amount or claim valued at 150000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The parties presented documents and statements in support of their respective positions. Additional correspondence was considered as part of the dispute. Variation 477.",Commercial,Trade Dispute,Commercial Court,2023
494,Patent Dispute Matter 2927,"The parties entered into proceedings concerning the applicant. The matter relates to patent dispute and involves copyright and patent. The relevant party sought an injunction against unauthorized use. The pleadings state that the dispute developed over approximately 48 months and involved an amount or claim valued at 500000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The parties presented documents and statements in support of their respective positions. The claim was examined in light of the facts stated in the pleadings. Variation 479.",Intellectual Property,Patent Dispute,Civil Court,2018
232,Business Dispute Matter 1892,"The matter before the court concerns the respondent company. The matter relates to business dispute and involves payment and partnership. The relevant party claimed payment under a contract. The pleadings state that the dispute developed over approximately 12 months and involved an amount or claim valued at 100000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The court was requested to consider the relevant facts and evidence. Additional correspondence was considered as part of the dispute. Variation 272.",Commercial,Business Dispute,District Court,2020
2786,Partnership Dispute Matter 1501,"The parties entered into proceedings concerning the respondent company. The matter relates to partnership dispute and involves business and contract. The relevant party claimed payment under a contract. The pleadings state that the dispute developed over approximately 24 months and involved an amount or claim valued at 500000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The record included correspondence and other supporting material. The matter also concerns the documentary record submitted by the parties. Variation 136.",Criminal,Partnership Dispute,District Court,2018
334,Maintenance Matter 1271,"The claimant brought an action relating to the respondent. The matter relates to maintenance and involves family relationship and guardianship. The relevant party requested maintenance. The pleadings state that the dispute developed over approximately 36 months and involved an amount or claim valued at 250000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The record included correspondence and other supporting material. Additional correspondence was considered as part of the dispute. Variation 67.",Family,Maintenance,Civil Court,2023
2338,Commercial Contract Matter 1913,"The present case arises from a dispute involving the purchaser. The matter relates to commercial contract and involves contract and company. The relevant party challenged a partnership obligation. The pleadings state that the dispute developed over approximately 12 months and involved an amount or claim valued at 150000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The pleadings set out the circumstances giving rise to the claim. The claim was examined in light of the facts stated in the pleadings. Variation 74.",Commercial,Commercial Contract,High Court,2024
789,Wrongful Termination Matter 2126,"The applicant submitted a petition regarding the employer. The matter relates to wrongful termination and involves workplace and employment. The relevant party alleged wrongful dismissal. The pleadings state that the dispute developed over approximately 48 months and involved an amount or claim valued at 25000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The pleadings set out the circumstances giving rise to the claim. The matter also concerns the documentary record submitted by the parties. Variation 221.",Employment,Wrongful Termination,Family Court,2024
1583,Company Claim Matter 1645,"The applicant submitted a petition regarding the purchaser. The matter relates to company claim and involves partnership and commercial agreement. The relevant party sought commercial damages. The pleadings state that the dispute developed over approximately 6 months and involved an amount or claim valued at 25000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The parties presented documents and statements in support of their respective positions. The matter also concerns the documentary record submitted by the parties. Variation 391.",Commercial,Company Claim,District Court,2019
2769,IP Infringement Matter 2884,"The parties entered into proceedings concerning the patent owner. The matter relates to ip infringement and involves trademark and intellectual property. The relevant party disputed a licensing agreement. The pleadings state that the dispute developed over approximately 6 months and involved an amount or claim valued at 50000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The record included correspondence and other supporting material. Additional correspondence was considered as part of the dispute. Variation 2.",Intellectual Property,IP Infringement,District Court,2025
2326,Damages Claim Matter 411,"The applicant submitted a petition regarding land parcel. The matter relates to damages claim and involves compensation and damages. The relevant party sought compensation. The pleadings state that the dispute developed over approximately 6 months and involved an amount or claim valued at 150000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The record included correspondence and other supporting material. The parties relied on supporting records during the proceedings. Variation 83.",Civil,Damages Claim,Commercial Court,2024
381,Theft Matter 779,"The applicant submitted a petition regarding the accused. The matter relates to theft and involves investigation and criminal proceedings. The relevant party was arrested during investigation. The pleadings state that the dispute developed over approximately 18 months and involved an amount or claim valued at 25000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The record included correspondence and other supporting material. Additional correspondence was considered as part of the dispute. Variation 32.",Criminal,Theft,District Court,2020
2075,Business Dispute Matter 1695,"The matter before the court concerns the business partner. The matter relates to business dispute and involves contract and payment. The relevant party disputed a business transaction. The pleadings state that the dispute developed over approximately 24 months and involved an amount or claim valued at 50000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The record included correspondence and other supporting material. The parties relied on supporting records during the proceedings. Variation 133.",Commercial,Business Dispute,Commercial Court,2023
2527,Trade Dispute Matter 1726,"The applicant submitted a petition regarding the business partner. The matter relates to trade dispute and involves partnership and contract. The relevant party sought commercial damages. The pleadings state that the dispute developed over approximately 36 months and involved an amount or claim valued at 50000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The pleadings set out the circumstances giving rise to the claim. The parties relied on supporting records during the proceedings. Variation 128.",Commercial,Trade Dispute,Civil Court,2024
1390,Guardianship Matter 1457,"The matter before the court concerns the petitioner. The matter relates to guardianship and involves divorce and guardianship. The relevant party filed a petition for divorce. The pleadings state that the dispute developed over approximately 18 months and involved an amount or claim valued at 100000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The dispute remained subject to judicial determination. The parties presented relevant documents for consideration. Variation 300.",Employment,Guardianship,Commercial Court,2023
1970,Commercial Contract Matter 1993,"The parties entered into proceedings concerning the respondent company. The matter relates to commercial contract and involves transaction and payment. The relevant party claimed payment under a contract. The pleadings state that the dispute developed over approximately 18 months and involved an amount or claim valued at 500000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The pleadings set out the circumstances giving rise to the claim. Additional correspondence was considered as part of the dispute. Variation 367.",Commercial,Commercial Contract,Civil Court,2024
2005,Offence Investigation Matter 727,"The present case arises from a dispute involving the accused. The matter relates to offence investigation and involves evidence and investigation. The relevant party was accused of unlawful conduct. The pleadings state that the dispute developed over approximately 6 months and involved an amount or claim valued at 50000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The court was requested to consider the relevant facts and evidence. The claim was examined in light of the facts stated in the pleadings. Variation 194.",Civil,Offence Investigation,Sessions Court,2025
2660,Guardianship Matter 1117,"The applicant submitted a petition regarding the petitioner. The matter relates to guardianship and involves alimony and maintenance. The relevant party filed a petition for divorce. The pleadings state that the dispute developed over approximately 12 months and involved an amount or claim valued at 75000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The dispute remained subject to judicial determination. The parties presented relevant documents for consideration. Variation 90.",Family,Guardianship,High Court,2019
2717,Negligence Claim Matter 60,"The claimant brought an action relating to land parcel. The matter relates to negligence claim and involves ownership and possession. The relevant party requested possession. The pleadings state that the dispute developed over approximately 12 months and involved an amount or claim valued at 250000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The parties presented documents and statements in support of their respective positions. The claim was examined in light of the facts stated in the pleadings. Variation 99.",Civil,Negligence Claim,Sessions Court,2020
2397,Company Claim Matter 1895,"The matter before the court concerns the respondent company. The matter relates to company claim and involves partnership and contract. The relevant party alleged breach of a commercial agreement. The pleadings state that the dispute developed over approximately 48 months and involved an amount or claim valued at 500000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The court was requested to consider the relevant facts and evidence. The parties relied on supporting records during the proceedings. Variation 293.",Commercial,Company Claim,Civil Court,2019
2491,Negligence Claim Matter 84,"The petitioner filed proceedings before the court concerning construction project. The matter relates to negligence claim and involves negligence and compensation. The relevant party sought compensation. The pleadings state that the dispute developed over approximately 24 months and involved an amount or claim valued at 100000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The court was requested to consider the relevant facts and evidence. Additional correspondence was considered as part of the dispute. Variation 37.",Civil,Negligence Claim,Commercial Court,2022
1418,Property Dispute Matter 323,"The applicant submitted a petition regarding sale agreement. The matter relates to property dispute and involves negligence and damages. The relevant party requested possession. The pleadings state that the dispute developed over approximately 36 months and involved an amount or claim valued at 75000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The dispute remained subject to judicial determination. The parties relied on supporting records during the proceedings. Variation 133.",Civil,Property Dispute,Sessions Court,2025
1282,Company Claim Matter 1966,"   THE matter before the COURT concerns the purchaser. THE matter relates to COMPANY claim and involves BUSINESS and transaction. The RELEVANT party disputed a BUSINESS transaction. The pleadings STATE that the dispute DEVELOPED over approximately 18 MONTHS and involved an AMOUNT or claim valued AT 75000 monetary units. THE parties relied on AGREEMENTS, records, correspondence, and OTHER evidence. The parties PRESENTED documents and statements IN support of their RESPECTIVE positions. The parties PRESENTED relevant documents for CONSIDERATION. Variation 455.   ",Commercial,Company Claim,District Court,2023
1584,Offence Investigation Matter 774,,Criminal,Offence Investigation,Sessions Court,2024
208,Employment Contract Matter 2172,"The parties entered into proceedings concerning the worker. The matter relates to employment contract and involves employee and employment. The relevant party alleged wrongful dismissal. The pleadings state that the dispute developed over approximately 6 months and involved an amount or claim valued at 250000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The dispute remained subject to judicial determination. The claim was examined in light of the facts stated in the pleadings. Variation 24.",Employment,Employment Contract,Civil Court,2022
2145,Offence Investigation Matter 849,"The petitioner filed proceedings before the court concerning the investigating officer. The matter relates to offence investigation and involves prosecution and evidence. The relevant party denied the allegations. The pleadings state that the dispute developed over approximately 48 months and involved an amount or claim valued at 250000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The record included correspondence and other supporting material. The claim was examined in light of the facts stated in the pleadings. Variation 104.",Commercial,Offence Investigation,District Court,2019
2950,Commercial Contract Matter 1544,"The matter before the court concerns the respondent company. The matter relates to commercial contract and involves partnership and company. The relevant party alleged breach of a commercial agreement. The pleadings state that the dispute developed over approximately 12 months and involved an amount or claim valued at 250000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The dispute remained subject to judicial determination. Additional correspondence was considered as part of the dispute. Variation 502.",Commercial,Commercial Contract,District Court,2023
1319,Employment Contract Matter 2472,"The present case arises from a dispute involving the claimant. The matter relates to employment contract and involves salary and employer. The relevant party challenged termination. The pleadings state that the dispute developed over approximately 6 months and involved an amount or claim valued at 100000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The record included correspondence and other supporting material. The parties presented relevant documents for consideration. Variation 240.",Employment,Employment Contract,District Court,2021
882,Maintenance Matter 1099,"The applicant submitted a petition regarding the respondent. The matter relates to maintenance and involves marriage and divorce. The relevant party requested maintenance. The pleadings state that the dispute developed over approximately 36 months and involved an amount or claim valued at 100000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The record included correspondence and other supporting material. The claim was examined in light of the facts stated in the pleadings. Variation 489.",Family,Maintenance,Civil Court,2020
144,Patent Dispute Matter 2871,"The parties entered into proceedings concerning the trademark proprietor. The matter relates to patent dispute and involves rights holder and infringement. The relevant party alleged trademark infringement. The pleadings state that the dispute developed over approximately 18 months and involved an amount or claim valued at 250000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The pleadings set out the circumstances giving rise to the claim. The parties presented relevant documents for consideration. Variation 270.",Intellectual Property,Patent Dispute,Commercial Court,2018
250,Copyright Claim Matter 2939,"The matter before the court concerns the applicant. The matter relates to copyright claim and involves patent and licensing. The relevant party sought an injunction against unauthorized use. The pleadings state that the dispute developed over approximately 12 months and involved an amount or claim valued at 250000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The pleadings set out the circumstances giving rise to the claim. The parties presented relevant documents for consideration. Variation 55.",Intellectual Property,Copyright Claim,Civil Court,2025
1883,Licensing Dispute Matter 2974,"The matter before the court concerns the trademark proprietor. The matter relates to licensing dispute and involves copyright and licensing. The relevant party alleged trademark infringement. The pleadings state that the dispute developed over approximately 24 months and involved an amount or claim valued at 500000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The pleadings set out the circumstances giving rise to the claim. Additional correspondence was considered as part of the dispute. Variation 417.",Intellectual Property,Licensing Dispute,Family Court,2022
1917,Divorce Matter 1462,"The present case arises from a dispute involving the spouse. The matter relates to divorce and involves guardianship and maintenance. The relevant party filed a petition for divorce. The pleadings state that the dispute developed over approximately 36 months and involved an amount or claim valued at 500000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The pleadings set out the circumstances giving rise to the claim. Additional correspondence was considered as part of the dispute. Variation 292.",Family,Divorce,Sessions Court,2018
1978,Business Dispute Matter 1930,"The matter before the court concerns the supplier. The matter relates to business dispute and involves contract and partnership. The relevant party sought commercial damages. The pleadings state that the dispute developed over approximately 36 months and involved an amount or claim valued at 150000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The pleadings set out the circumstances giving rise to the claim. Additional correspondence was considered as part of the dispute. Variation 267.",Commercial,Business Dispute,High Court,2021
2871,Trademark Infringement Matter 2861,"The petitioner filed proceedings before the court concerning the rights holder. The matter relates to trademark infringement and involves copyright and intellectual property. The relevant party challenged patent use. The pleadings state that the dispute developed over approximately 24 months and involved an amount or claim valued at 500000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The dispute remained subject to judicial determination. The matter also concerns the documentary record submitted by the parties. Variation 181.",Intellectual Property,Trademark Infringement,High Court,2023
2161,Contract Dispute Matter 266,"The parties entered into proceedings concerning land parcel. The matter relates to contract dispute and involves compensation and ownership. The relevant party challenged ownership. The pleadings state that the dispute developed over approximately 18 months and involved an amount or claim valued at 25000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The parties presented documents and statements in support of their respective positions. The claim was examined in light of the facts stated in the pleadings. Variation 4.",Civil,Contract Dispute,Family Court,2020
2082,Theft Matter 836,"The applicant submitted a petition regarding the complainant. The matter relates to theft and involves offence and criminal proceedings. The relevant party denied the allegations. The pleadings state that the dispute developed over approximately 6 months and involved an amount or claim valued at 150000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The record included correspondence and other supporting material. The matter also concerns the documentary record submitted by the parties. Variation 201.",Criminal,Theft,Civil Court,2021
1472,Marriage Dispute Matter 1387,"The applicant submitted a petition regarding the petitioner. The matter relates to marriage dispute and involves maintenance and guardianship. The relevant party requested maintenance. The pleadings state that the dispute developed over approximately 12 months and involved an amount or claim valued at 150000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The record included correspondence and other supporting material. The matter also concerns the documentary record submitted by the parties. Variation 306.",Family,Marriage Dispute,District Court,2021
2550,Patent Dispute Matter 2971,"The parties entered into proceedings concerning the applicant. The matter relates to patent dispute and involves patent and copyright. The relevant party claimed copyright ownership. The pleadings state that the dispute developed over approximately 48 months and involved an amount or claim valued at 150000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The record included correspondence and other supporting material. Additional correspondence was considered as part of the dispute. Variation 12.",Intellectual Property,Patent Dispute,High Court,2018
2406,Divorce Matter 1335,"The present case arises from a dispute involving the child. The matter relates to divorce and involves alimony and divorce. The relevant party sought child custody. The pleadings state that the dispute developed over approximately 36 months and involved an amount or claim valued at 100000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The parties presented documents and statements in support of their respective positions. Additional correspondence was considered as part of the dispute. Variation 482.",Family,Divorce,Sessions Court,2023
2773,Employment Contract Matter 2307,"The claimant brought an action relating to the employer. The matter relates to employment contract and involves salary and employee. The relevant party disputed employment conditions. The pleadings state that the dispute developed over approximately 6 months and involved an amount or claim valued at 500000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The pleadings set out the circumstances giving rise to the claim. Additional correspondence was considered as part of the dispute. Variation 62.",Civil,Employment Contract,Commercial Court,2022
1445,Business Dispute Matter 1905,"The parties entered into proceedings concerning the supplier. The matter relates to business dispute and involves company and contract. The relevant party challenged a partnership obligation. The pleadings state that the dispute developed over approximately 6 months and involved an amount or claim valued at 150000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The dispute remained subject to judicial determination. The parties presented relevant documents for consideration. Variation 85.",Commercial,Business Dispute,Civil Court,2022
1129,Damages Claim Matter 19,"The parties entered into proceedings concerning loan agreement. The matter relates to damages claim and involves damages and breach. The relevant party sought compensation. The pleadings state that the dispute developed over approximately 18 months and involved an amount or claim valued at 250000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The pleadings set out the circumstances giving rise to the claim. The matter also concerns the documentary record submitted by the parties. Variation 301.",Civil,Damages Claim,High Court,2021
2014,Wrongful Termination Matter 2134,,Employment,Wrongful Termination,High Court,2018
1338,Patent Dispute Matter 2989,"The applicant submitted a petition regarding the applicant. The matter relates to patent dispute and involves licensing and intellectual property. The relevant party claimed copyright ownership. The pleadings state that the dispute developed over approximately 24 months and involved an amount or claim valued at 150000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The parties presented documents and statements in support of their respective positions. The parties presented relevant documents for consideration. Variation 25.",Intellectual Property,Patent Dispute,Commercial Court,2025
2704,Child Custody Matter 1390,"The present case arises from a dispute involving the child. The matter relates to child custody and involves marriage and family relationship. The relevant party sought child custody. The pleadings state that the dispute developed over approximately 12 months and involved an amount or claim valued at 100000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The pleadings set out the circumstances giving rise to the claim. The parties relied on supporting records during the proceedings. Variation 478.",Family,Child Custody,District Court,2022
1454,Child Custody Matter 1245,"The claimant brought an action relating to the child. The matter relates to child custody and involves marriage and divorce. The relevant party challenged the marriage claim. The pleadings state that the dispute developed over approximately 48 months and involved an amount or claim valued at 75000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The dispute remained subject to judicial determination. The parties presented relevant documents for consideration. Variation 290.",Family,Child Custody,Commercial Court,2021
2836,Guardianship Matter 1149,"The parties entered into proceedings concerning the petitioner. The matter relates to guardianship and involves maintenance and divorce. The relevant party requested maintenance. The pleadings state that the dispute developed over approximately 12 months and involved an amount or claim valued at 250000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The parties presented documents and statements in support of their respective positions. Additional correspondence was considered as part of the dispute. Variation 2.",Family,Guardianship,Sessions Court,2020
766,Theft Matter 990,"The matter before the court concerns the complainant. The matter relates to theft and involves evidence and accused. The relevant party was charged with an offence. The pleadings state that the dispute developed over approximately 12 months and involved an amount or claim valued at 500000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The parties presented documents and statements in support of their respective positions. The parties relied on supporting records during the proceedings. Variation 123.",Criminal,Theft,Family Court,2024
103,Criminal Breach Matter 966,"The applicant submitted a petition regarding the investigating officer. The matter relates to criminal breach and involves offence and prosecution. The relevant party was arrested during investigation. The pleadings state that the dispute developed over approximately 18 months and involved an amount or claim valued at 25000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The record included correspondence and other supporting material. The matter also concerns the documentary record submitted by the parties. Variation 66.",Criminal,Criminal Breach,District Court,2025
147,Wrongful Termination Matter 2084,"The claimant brought an action relating to the employee. The matter relates to wrongful termination and involves employee and employment. The relevant party sought compensation for workplace loss. The pleadings state that the dispute developed over approximately 6 months and involved an amount or claim valued at 75000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The dispute remained subject to judicial determination. The parties presented relevant documents for consideration. Variation 35.",Employment,Wrongful Termination,Sessions Court,2019
1134,Criminal Breach Matter 844,"The present case arises from a dispute involving the prosecution. The matter relates to criminal breach and involves evidence and criminal proceedings. The relevant party denied the allegations. The pleadings state that the dispute developed over approximately 12 months and involved an amount or claim valued at 150000 monetary units. The parties relied on agreements, records, correspondence, and other evidence. The court was requested to consider the relevant facts and evidence. The matter also concerns the documentary record submitted by the parties. Variation 271.",Criminal,Criminal Breach,Sessions Court,2023
